Settlement,Main_Dmg,X,Y
Adebdi,Damage,-8.42292,30.82786
Adebdi,Damage,-8.42302,30.82775
Adebdi,Damage,-8.42318,30.82766
Adebdi,Damage,-8.42285,30.8277
Adebdi,Damage,-8.42284,30.82783
Adebdi,Damage,-8.42276,30.82778
Adebdi,Damage,-8.42266,30.82771
Adebdi,Damage,-8.42275,30.82762
Adebdi,Damage,-8.42295,30.8276
Adebdi,Damage,-8.42306,30.82763
Adebdi,Damage,-8.42274,30.82805
Adebdi,Damage,-8.42242,30.82758
Adebdi,Damage,-8.42354,30.82807
Adebdi,Damage,-8.42362,30.82812
Adebdi,Damage,-8.42367,30.82804
Adebdi,Damage,-8.42375,30.82798
Adebdi,Damage,-8.42364,30.82793
Adebdi,Damage,-8.42396,30.82797
Adebdi,Damage,-8.42382,30.82788
Adebdi,Damage,-8.42373,30.82783
Adebdi,Damage,-8.42386,30.82771
Adebdi,Damage,-8.42396,30.82777
Adebdi,Damage,-8.42401,30.82782
Adebdi,Damage,-8.42408,30.82789
Adebdi,Possible damage,-8.42291,30.8285
Adebdi,Possible damage,-8.4226,30.82796
Adebdi,Possible damage,-8.42351,30.82779
Adebdi,Possible damage,-8.42423,30.8272
Adebdi,Possible damage,-8.42399,30.82681
Adebdi,Possible damage,-8.42335,30.82693
Adebdi,Damage,-8.42296,30.82654
Adebdi,Damage,-8.42302,30.82652
Adebdi,Damage,-8.42306,30.82639
Adebdi,Damage,-8.42321,30.82646
Adebdi,Damage,-8.42315,30.82641
Adebdi,Damage,-8.42326,30.82637
Adebdi,Damage,-8.42334,30.82629
Adebdi,Possible damage,-8.42328,30.82659
Adebdi,Damage,-8.42302,30.82609
Adebdi,Damage,-8.42298,30.82618
Adebdi,Damage,-8.42407,30.82581
Adebdi,Damage,-8.42393,30.8259
Adebdi,Damage,-8.42402,30.82602
Adebdi,Damage,-8.42408,30.82615
Adebdi,Possible damage,-8.42385,30.82664
Adebdi,Possible damage,-8.42358,30.82588
Adebdi,Damage,-8.42551,30.82593
Adebdi,Damage,-8.42545,30.82589
Adebdi,Damage,-8.42537,30.82585
Adebdi,Damage,-8.4255,30.82577
Adebdi,Damage,-8.42518,30.82573
Adebdi,Damage,-8.42508,30.82567
Adebdi,Damage,-8.42518,30.8256
Adebdi,Damage,-8.42526,30.82551
Adebdi,Damage,-8.42495,30.82561
Adebdi,Damage,-8.42485,30.82555
Adebdi,Damage,-8.4251,30.82537
Adebdi,Damage,-8.42518,30.82524
Adebdi,Damage,-8.42466,30.82551
Adebdi,Damage,-8.42572,30.82681
Adebdi,Damage,-8.42561,30.82689
Adebdi,Damage,-8.42553,30.82681
Adebdi,Damage,-8.42564,30.82673
Adebdi,Possible damage,-8.42621,30.82722
Adebdi,Damage,-8.41928,30.82608
Adebdi,Possible damage,-8.41886,30.82625
Adebdi,Possible damage,-8.41876,30.82599
Adebdi,Possible damage,-8.41901,30.8259
Adebdi,Possible damage,-8.41878,30.82657
Adebdi,Damage,-8.41828,30.82513
Adebdi,Damage,-8.41835,30.8252
Adebdi,Damage,-8.41873,30.8253
Adebdi,Damage,-8.42031,30.82439
Adebdi,Damage,-8.42024,30.8245
Adebdi,Damage,-8.42011,30.82459
Adebdi,Damage,-8.4199,30.8245
Adebdi,Damage,-8.41987,30.82441
Adebdi,Possible damage,-8.42015,30.82418
Adebdi,Possible damage,-8.42004,30.82414
Adebdi,Possible damage,-8.41987,30.82407
Adebdi,Damage,-8.4197,30.82397
Adebdi,Damage,-8.41963,30.82385
Adebdi,Damage,-8.41993,30.82372
Adebdi,Damage,-8.41984,30.82371
Adebdi,Damage,-8.41976,30.82371
Adebdi,Damage,-8.41967,30.82372
Adebdi,Damage,-8.41931,30.82363
Adebdi,Damage,-8.41913,30.82361
Adebdi,Damage,-8.41915,30.8237
Adebdi,Damage,-8.41931,30.82372
Adebdi,Damage,-8.41933,30.82356
Adebdi,Damage,-8.41922,30.82352
Adebdi,Damage,-8.41928,30.82343
Adebdi,Damage,-8.4194,30.82346
Adebdi,Possible damage,-8.41901,30.82365
Adebdi,Possible damage,-8.41895,30.82381
Adebdi,Possible damage,-8.41885,30.82369
Adebdi,Possible damage,-8.4189,30.82359
Adebdi,Damage,-8.41909,30.82401
Adebdi,Damage,-8.41784,30.82402
Adebdi,Damage,-8.41766,30.82404
Adebdi,Damage,-8.41757,30.82404
Adebdi,Damage,-8.41761,30.82395
Adebdi,Damage,-8.4177,30.8239
Adebdi,Damage,-8.41785,30.82386
Adebdi,Damage,-8.41777,30.82377
Adebdi,Damage,-8.41766,30.82366
Adebdi,Damage,-8.41769,30.8238
Adebdi,Damage,-8.41777,30.82361
Adebdi,Damage,-8.41663,30.82391
Adebdi,Damage,-8.41927,30.8233
Adebdi,Damage,-8.41938,30.82324
Adebdi,Damage,-8.41911,30.82325
Adebdi,Damage,-8.41926,30.82324
Adebdi,Damage,-8.41931,30.82318
Adebdi,Damage,-8.41939,30.82315
Adebdi,Damage,-8.41928,30.82312
Adebdi,Damage,-8.41918,30.8231
Adebdi,Damage,-8.4193,30.82304
Adebdi,Damage,-8.41915,30.82305
Adebdi,Damage,-8.41893,30.8224
Adebdi,Damage,-8.41878,30.82241
Adebdi,Damage,-8.41886,30.82229
Adebdi,Damage,-8.42757,30.80735
Adebdi,Possible damage,-8.42763,30.80748
Adebdi,Damage,-8.42699,30.80751
Adebdi,Possible damage,-8.42708,30.80749
Adebdi,Possible damage,-8.42713,30.8076
Adebdi,Damage,-8.42694,30.80626
Adebdi,Damage,-8.42694,30.80614
Adebdi,Possible damage,-8.42712,30.80638
Adebdi,Possible damage,-8.4269,30.8064
Adebdi,Possible damage,-8.42696,30.80602
Adebdi,Possible damage,-8.427,30.80593
Adebdi,Possible damage,-8.42712,30.8058
Adebdi,Damage,-8.42701,30.80565
Adebdi,Damage,-8.42719,30.80569
Adebdi,Damage,-8.42729,30.80559
Adebdi,Damage,-8.42728,30.80549
Adebdi,Possible damage,-8.42705,30.80551
Adebdi,Damage,-8.42733,30.80568
Adebdi,Damage,-8.42757,30.80568
Adebdi,Damage,-8.42758,30.80544
Adebdi,Damage,-8.4275,30.80558
Adebdi,Damage,-8.42775,30.80563
Adebdi,Damage,-8.42778,30.8055
Adebdi,Damage,-8.42785,30.80555
Adebdi,Damage,-8.42783,30.80565
Adebdi,Damage,-8.42777,30.80574
Adebdi,Damage,-8.42799,30.8057
Adebdi,Damage,-8.42806,30.8059
Adebdi,Damage,-8.42815,30.80589
Adebdi,Damage,-8.42825,30.80576
Adebdi,Damage,-8.42818,30.80581
Adebdi,Damage,-8.42809,30.80571
Adebdi,Damage,-8.42747,30.80529
Adebdi,Damage,-8.42837,30.80588
Adebdi,Damage,-8.42832,30.80594
Adebdi,Damage,-8.42827,30.806
Adebdi,Damage,-8.42831,30.80611
Adebdi,Damage,-8.42837,30.80606
Adebdi,Damage,-8.42845,30.80608
Adebdi,Damage,-8.42841,30.80614
Adebdi,Damage,-8.42846,30.80596
Adebdi,Damage,-8.42858,30.806
Adebdi,Damage,-8.42868,30.80605
Adebdi,Damage,-8.42874,30.80608
Adebdi,Possible damage,-8.42882,30.80614
Adebdi,Possible damage,-8.42855,30.80572
Adebdi,Possible damage,-8.42875,30.80578
Adebdi,Possible damage,-8.42891,30.80589
Adebdi,Possible damage,-8.42828,30.80555
Adebdi,Damage,-8.42922,30.80629
Adebdi,Damage,-8.42936,30.80637
Adebdi,Damage,-8.42946,30.80644
Adebdi,Damage,-8.42962,30.80655
Adebdi,Possible damage,-8.42978,30.80669
Adebdi,Possible damage,-8.42903,30.80592
Adebdi,Damage,-8.42993,30.80675
Adebdi,Damage,-8.42981,30.80659
Adebdi,Damage,-8.42881,30.80763
Adebdi,Possible damage,-8.42826,30.80742
Adebdi,Possible damage,-8.42828,30.80755
Adebdi,Possible damage,-8.42817,30.80757
Adebdi,Possible damage,-8.42835,30.80786
Adebdi,Damage,-8.42838,30.80757
Adebdi,Possible damage,-8.42851,30.80757
Adebdi,Possible damage,-8.42867,30.80758
Adebdi,Possible damage,-8.42918,30.80773
Adebdi,Damage,-8.42791,30.80684
Adebdi,Damage,-8.42782,30.80698
Adebdi,Damage,-8.42767,30.80703
Adebdi,Damage,-8.42765,30.80697
Adebdi,Damage,-8.42765,30.80687
Adebdi,Damage,-8.42778,30.8069
Adebdi,Damage,-8.42775,30.80682
Adebdi,Damage,-8.42775,30.80676
Adebdi,Damage,-8.42773,30.80666
Adebdi,Damage,-8.42789,30.80675
Adebdi,Damage,-8.42791,30.80667
Adebdi,Damage,-8.42765,30.80656
Adebdi,Possible damage,-8.4279,30.80704
Adebdi,Possible damage,-8.42803,30.807
Adebdi,Possible damage,-8.42817,30.80699
Adebdi,Possible damage,-8.4282,30.8071
Adebdi,Possible damage,-8.42807,30.80713
Adebdi,Possible damage,-8.42822,30.8072
Adebdi,Damage,-8.42891,30.8069
Adebdi,Possible damage,-8.42904,30.80702
Adebdi,Possible damage,-8.42876,30.80687
Adebdi,Possible damage,-8.42875,30.80713
Adebdi,Possible damage,-8.42875,30.80724
Adebdi,Possible damage,-8.42842,30.80714
Adebdi,Possible damage,-8.42839,30.807
Adebdi,Damage,-8.42997,30.80744
Adebdi,Possible damage,-8.43013,30.80745
Adebdi,Possible damage,-8.43009,30.80756
Adebdi,Possible damage,-8.42982,30.80743
Adebdi,Damage,-8.43059,30.80789
Adebdi,Damage,-8.4307,30.80792
Adebdi,Damage,-8.43089,30.80759
Adebdi,Damage,-8.43081,30.80753
Adebdi,Damage,-8.43073,30.80751
Adebdi,Damage,-8.43076,30.80742
Adebdi,Damage,-8.43065,30.80739
Adebdi,Damage,-8.43072,30.80733
Adebdi,Possible damage,-8.43062,30.80726
Adebdi,Possible damage,-8.43113,30.80799
Adebdi,Possible damage,-8.43107,30.80788
Adebdi,Damage,-8.43096,30.80784
Adebdi,Damage,-8.43181,30.80824
Adebdi,Damage,-8.43184,30.80817
Adebdi,Damage,-8.43174,30.80815
Adebdi,Damage,-8.43171,30.80821
Adebdi,Damage,-8.4316,30.80817
Adebdi,Damage,-8.43162,30.8081
Adebdi,Damage,-8.43163,30.80805
Adebdi,Damage,-8.43153,30.80802
Adebdi,Damage,-8.43143,30.80799
Adebdi,Damage,-8.43145,30.80812
Adebdi,Damage,-8.43137,30.80811
Adebdi,Damage,-8.43131,30.80799
Adebdi,Damage,-8.43138,30.80788
Adebdi,Damage,-8.43152,30.80793
Adebdi,Damage,-8.4318,30.80794
Adebdi,Damage,-8.43177,30.808
Adebdi,Damage,-8.43162,30.80792
Adebdi,Damage,-8.43167,30.80789
Adebdi,Damage,-8.43163,30.80779
Adebdi,Damage,-8.43149,30.80784
Adebdi,Damage,-8.43153,30.80774
Adebdi,Damage,-8.43146,30.80778
Adebdi,Damage,-8.43146,30.80769
Adebdi,Damage,-8.43131,30.80773
Adebdi,Damage,-8.43123,30.80769
Adebdi,Damage,-8.43136,30.80762
Adebdi,Damage,-8.43128,30.8076
Adebdi,Damage,-8.43145,30.80757
Adebdi,Damage,-8.43125,30.80751
Adebdi,Damage,-8.43119,30.80745
Adebdi,Damage,-8.43129,30.80744
Adebdi,Damage,-8.4312,30.80738
Adebdi,Damage,-8.43111,30.80738
Adebdi,Damage,-8.43102,30.8073
Adebdi,Damage,-8.43101,30.80719
Adebdi,Damage,-8.4309,30.80721
Adebdi,Damage,-8.43088,30.80737
Adebdi,Damage,-8.43096,30.80744
Adebdi,Damage,-8.43105,30.80751
Adebdi,Damage,-8.43118,30.80759
Adebdi,Damage,-8.43114,30.80764
Adebdi,Damage,-8.43106,30.80759
Adebdi,Damage,-8.43162,30.80751
Adebdi,Damage,-8.43177,30.80754
Adebdi,Damage,-8.43178,30.80762
Adebdi,Damage,-8.43163,30.80764
Adebdi,Damage,-8.43164,30.80772
Adebdi,Damage,-8.43172,30.80781
Adebdi,Possible damage,-8.43177,30.8077
Adebdi,Possible damage,-8.43177,30.80774
Adebdi,Possible damage,-8.43184,30.8078
Adebdi,Damage,-8.43153,30.80741
Adebdi,Possible damage,-8.4316,30.80729
Adebdi,Possible damage,-8.43174,30.80733
Adebdi,Possible damage,-8.43187,30.80727
Adebdi,Damage,-8.43234,30.80857
Adebdi,Damage,-8.4322,30.8085
Adebdi,Damage,-8.43214,30.80844
Adebdi,Damage,-8.43252,30.80847
Adebdi,Damage,-8.43236,30.80834
Adebdi,Damage,-8.43225,30.80826
Adebdi,Damage,-8.43233,30.8081
Adebdi,Possible damage,-8.43252,30.80789
Adebdi,Possible damage,-8.43247,30.80778
Adebdi,Possible damage,-8.43235,30.8078
Adebdi,Possible damage,-8.43235,30.8079
Adebdi,Possible damage,-8.43225,30.80785
Adebdi,Possible damage,-8.43218,30.80788
Adebdi,Possible damage,-8.43214,30.80778
Adebdi,Possible damage,-8.43221,30.80772
Adebdi,Possible damage,-8.43214,30.80754
Adebdi,Possible damage,-8.43196,30.80746
Adebdi,Possible damage,-8.43204,30.80756
Adebdi,Possible damage,-8.43182,30.80747
Adebdi,Possible damage,-8.42995,30.80781
Adebdi,Possible damage,-8.43267,30.80791
Adebdi,Possible damage,-8.43266,30.808
Adebdi,Possible damage,-8.43137,30.80693
Adebdi,Damage,-8.424,30.80469
Adebdi,Damage,-8.42485,30.80493
Adebdi,Possible damage,-8.42511,30.80496
Adebdi,Possible damage,-8.42492,30.80481
Adebdi,Possible damage,-8.42489,30.80469
Adebdi,Damage,-8.42499,30.80467
Adebdi,Damage,-8.42509,30.80478
Adebdi,Damage,-8.42517,30.80482
Adebdi,Damage,-8.42509,30.80468
Adebdi,Damage,-8.42525,30.80463
Adebdi,Damage,-8.42526,30.8047
Adebdi,Damage,-8.42531,30.80481
Adebdi,Damage,-8.42547,30.80485
Adebdi,Damage,-8.42545,30.80464
Adebdi,Damage,-8.42541,30.80481
Adebdi,Damage,-8.42537,30.80466
Adebdi,Damage,-8.42545,30.80456
Adebdi,Damage,-8.42556,30.80464
Adebdi,Possible damage,-8.42567,30.80456
Adebdi,Possible damage,-8.4256,30.80445
Adebdi,Damage,-8.4255,30.80445
Adebdi,Damage,-8.42541,30.80447
Adebdi,Damage,-8.4253,30.80448
Adebdi,Damage,-8.42511,30.80447
Adebdi,Damage,-8.425,30.80446
Adebdi,Damage,-8.42501,30.80454
Adebdi,Damage,-8.4249,30.80454
Adebdi,Damage,-8.42457,30.8044
Adebdi,Possible damage,-8.42473,30.80441
Adebdi,Possible damage,-8.42466,30.80453
Adebdi,Possible damage,-8.42454,30.80453
Adebdi,Damage,-8.42504,30.80436
Adebdi,Damage,-8.42525,30.8043
Adebdi,Damage,-8.42511,30.80424
Adebdi,Damage,-8.42526,30.80423
Adebdi,Damage,-8.42535,30.80417
Adebdi,Damage,-8.42539,30.8041
Adebdi,Damage,-8.42534,30.80404
Adebdi,Damage,-8.42518,30.80413
Adebdi,Damage,-8.4251,30.80409
Adebdi,Damage,-8.42517,30.80399
Adebdi,Damage,-8.4254,30.80393
Adebdi,Damage,-8.4253,30.80386
Adebdi,Damage,-8.42528,30.80397
Adebdi,Possible damage,-8.42537,30.80428
Adebdi,Possible damage,-8.42544,30.80424
Adebdi,Possible damage,-8.42548,30.80417
Adebdi,Possible damage,-8.42551,30.80411
Adebdi,Damage,-8.42467,30.80415
Adebdi,Damage,-8.4248,30.80408
Adebdi,Damage,-8.42473,30.80406
Adebdi,Damage,-8.42465,30.80403
Adebdi,Damage,-8.42486,30.804
Adebdi,Damage,-8.42478,30.80396
Adebdi,Damage,-8.4247,30.80393
Adebdi,Damage,-8.42485,30.8039
Adebdi,Damage,-8.42492,30.80384
Adebdi,Damage,-8.42497,30.80378
Adebdi,Damage,-8.42479,30.80381
Adebdi,Damage,-8.42553,30.80397
Adebdi,Damage,-8.42557,30.80387
Adebdi,Damage,-8.42549,30.80385
Adebdi,Possible damage,-8.42569,30.80414
Adebdi,Possible damage,-8.42576,30.804
Adebdi,Possible damage,-8.42563,30.80402
Adebdi,Possible damage,-8.42574,30.80391
Adebdi,Possible damage,-8.42566,30.80393
Adebdi,Possible damage,-8.42564,30.80385
Adebdi,Damage,-8.43653,30.80881
Adebdi,Damage,-8.43657,30.80855
Adebdi,Damage,-8.43666,30.80871
Adebdi,Damage,-8.43608,30.80891
Adebdi,Damage,-8.43615,30.80897
Adebdi,Damage,-8.43611,30.8091
Adebdi,Damage,-8.43572,30.80809
Adebdi,Damage,-8.43581,30.80803
Adebdi,Damage,-8.43575,30.80793
Adebdi,Damage,-8.43639,30.8076
Adebdi,Damage,-8.43635,30.80769
Adebdi,Damage,-8.43626,30.80761
Adebdi,Damage,-8.43615,30.80783
Adebdi,Damage,-8.43576,30.80772
Adebdi,Damage,-8.43575,30.8078
Adebdi,Possible damage,-8.43625,30.80891
Adebdi,Possible damage,-8.43609,30.80798
Adebdi,Possible damage,-8.43589,30.80789
Adebdi,Possible damage,-8.4337,30.80405
Adebdi,Possible damage,-8.4334,30.80384
Adebdi,Possible damage,-8.4332,30.80362
Adebdi,Possible damage,-8.43327,30.80424
Adebdi,Damage,-8.43478,30.80491
Adebdi,Damage,-8.43462,30.80499
Adebdi,Damage,-8.43457,30.80487
Adebdi,Damage,-8.43449,30.80506
Adebdi,Damage,-8.4343,30.80496
Adebdi,Damage,-8.43427,30.80499
Adebdi,Damage,-8.43422,30.80486
Adebdi,Damage,-8.43411,30.80489
Adebdi,Damage,-8.43407,30.80484
Adebdi,Damage,-8.434,30.80475
Adebdi,Damage,-8.43418,30.80494
Adebdi,Damage,-8.43417,30.80479
Adebdi,Damage,-8.43413,30.80472
Adebdi,Damage,-8.43395,30.80468
Adebdi,Damage,-8.43392,30.80463
Adebdi,Damage,-8.43374,30.80436
Adebdi,Damage,-8.43366,30.80433
Adebdi,Damage,-8.43358,30.80431
Adebdi,Damage,-8.43347,30.80422
Adebdi,Damage,-8.43346,30.80432
Adebdi,Damage,-8.43351,30.80414
Adebdi,Damage,-8.43344,30.80403
Adebdi,Damage,-8.43334,30.8041
Adebdi,Damage,-8.43333,30.80418
Adebdi,Damage,-8.43338,30.80413
Adebdi,Damage,-8.43339,30.80398
Adebdi,Damage,-8.43333,30.80386
Adebdi,Damage,-8.43323,30.80376
Adebdi,Damage,-8.4332,30.80399
Adebdi,Damage,-8.43312,30.80398
Adebdi,Damage,-8.43299,30.80393
Adebdi,Damage,-8.43309,30.8039
Adebdi,Damage,-8.43304,30.80381
Adebdi,Damage,-8.43308,30.80374
Adebdi,Damage,-8.43311,30.80363
Adebdi,Damage,-8.43299,30.80368
Adebdi,Damage,-8.43296,30.80378
Adebdi,Damage,-8.4348,30.80563
Adebdi,Damage,-8.43484,30.80571
Adebdi,Damage,-8.43483,30.80583
Adebdi,Damage,-8.43484,30.80594
Adebdi,Damage,-8.43487,30.80601
Adebdi,Damage,-8.43484,30.80616
Adebdi,Damage,-8.43482,30.80627
Adebdi,Possible damage,-8.42774,30.80287
Adebdi,Possible damage,-8.42765,30.80282
Adebdi,Possible damage,-8.42762,30.80294
Adebdi,Damage,-8.42847,30.80297
Adebdi,Damage,-8.42834,30.80292
Adebdi,Damage,-8.42818,30.80288
Adebdi,Damage,-8.4281,30.80301
Adebdi,Damage,-8.428,30.80293
Adebdi,Damage,-8.42788,30.80285
Adebdi,Damage,-8.42808,30.80281
Adebdi,Damage,-8.4283,30.80281
Adebdi,Damage,-8.42805,30.80273
Adebdi,Damage,-8.4275,30.80291
Adebdi,Damage,-8.42727,30.80317
Adebdi,Damage,-8.42719,30.80311
Adebdi,Damage,-8.42714,30.80305
Adebdi,Damage,-8.42725,30.80304
Adebdi,Damage,-8.42722,30.80297
Adebdi,Damage,-8.42713,30.80296
Adebdi,Damage,-8.42701,30.80291
Adebdi,Damage,-8.427,30.8028
Adebdi,Damage,-8.42729,30.80287
Adebdi,Damage,-8.42719,30.80289
Adebdi,Damage,-8.42716,30.80282
Adebdi,Damage,-8.4272,30.80272
Adebdi,Damage,-8.42741,30.80279
Adebdi,Damage,-8.42734,30.80274
Adebdi,Damage,-8.42735,30.80268
Adebdi,Damage,-8.42782,30.80259
Adebdi,Damage,-8.4277,30.80262
Adebdi,Damage,-8.42756,30.80268
Adebdi,Damage,-8.42752,30.80268
Adebdi,Damage,-8.42745,30.8026
Adebdi,Damage,-8.42709,30.80267
Adebdi,Damage,-8.42702,30.80272
Adebdi,Damage,-8.42698,30.80257
Adebdi,Damage,-8.42721,30.80257
Adebdi,Damage,-8.42732,30.80257
Adebdi,Damage,-8.42761,30.80251
Adebdi,Damage,-8.42745,30.80244
Adebdi,Damage,-8.42733,30.80247
Adebdi,Damage,-8.42722,30.80246
Adebdi,Damage,-8.42713,30.80246
Adebdi,Damage,-8.42701,30.80243
Adebdi,Damage,-8.42708,30.80231
Adebdi,Damage,-8.42731,30.80234
Adebdi,Damage,-8.42752,30.80234
Adebdi,Damage,-8.42759,30.80234
Adebdi,Damage,-8.42779,30.8024
Adebdi,Damage,-8.42779,30.80224
Adebdi,Damage,-8.42762,30.80222
Adebdi,Damage,-8.42778,30.80213
Adebdi,Damage,-8.42764,30.80211
Adebdi,Damage,-8.42765,30.80197
Adebdi,Damage,-8.42734,30.80225
Adebdi,Damage,-8.42724,30.8021
Adebdi,Damage,-8.42728,30.80196
Adebdi,Damage,-8.42738,30.80185
Adebdi,Damage,-8.42744,30.80174
Adebdi,Damage,-8.42765,30.80168
Adebdi,Possible damage,-8.42586,30.80367
Adebdi,Possible damage,-8.42571,30.80375
Adebdi,Possible damage,-8.42566,30.80366
Adebdi,Possible damage,-8.4258,30.80358
Adebdi,Possible damage,-8.42545,30.80362
Adebdi,Possible damage,-8.42598,30.80332
Adebdi,Possible damage,-8.42668,30.8041
Adebdi,Damage,-8.42752,30.80024
Adebdi,Damage,-8.42738,30.80024
Adebdi,Damage,-8.42767,30.79986
Adebdi,Damage,-8.42756,30.79984
Adebdi,Damage,-8.42781,30.79988
Adebdi,Damage,-8.42759,30.79962
Adebdi,Damage,-8.42771,30.79958
Adebdi,Damage,-8.42728,30.79966
Adebdi,Damage,-8.42794,30.79948
Adebdi,Damage,-8.42805,30.79946
Adebdi,Damage,-8.42818,30.79938
Adebdi,Damage,-8.42807,30.79936
Adebdi,Damage,-8.42798,30.79933
Adebdi,Damage,-8.42803,30.79927
Adebdi,Damage,-8.42802,30.79916
Adebdi,Damage,-8.42818,30.79951
Adebdi,Damage,-8.42749,30.79951
Adebdi,Damage,-8.42747,30.79941
Adebdi,Damage,-8.42758,30.79944
Adebdi,Damage,-8.42759,30.79938
Adebdi,Damage,-8.4276,30.79931
Adebdi,Damage,-8.42718,30.79927
Adebdi,Damage,-8.42718,30.79938
Adebdi,Damage,-8.42713,30.79918
Adebdi,Damage,-8.42708,30.79908
Adebdi,Damage,-8.42717,30.79897
Adebdi,Damage,-8.42753,30.79923
Adebdi,Damage,-8.42738,30.79908
Adebdi,Possible damage,-8.42776,30.79923
Adebdi,Possible damage,-8.42787,30.7992
Adebdi,Possible damage,-8.42795,30.79906
Adebdi,Possible damage,-8.42783,30.79903
Adebdi,Possible damage,-8.42766,30.79911
Adebdi,Possible damage,-8.42776,30.7991
Adebdi,Possible damage,-8.42761,30.79973
Adebdi,Possible damage,-8.42709,30.79953
Adebdi,Possible damage,-8.43674,30.8122
Adebdi,Possible damage,-8.4367,30.81204
Adebdi,Possible damage,-8.43608,30.81093
Adebdi,Possible damage,-8.43597,30.81102
Adebdi,Possible damage,-8.43612,30.81106
Adebdi,Damage,-8.43836,30.81066
Adebdi,Damage,-8.43828,30.81069
Adebdi,Damage,-8.43821,30.81073
Adebdi,Possible damage,-8.4382,30.81067
Adebdi,Damage,-8.43857,30.81058
Adebdi,Damage,-8.43846,30.81055
Adebdi,Possible damage,-8.43838,30.81051
Adebdi,Possible damage,-8.4383,30.81047
Adebdi,Possible damage,-8.43848,30.8104
Adebdi,Damage,-8.43853,30.81018
Adebdi,Damage,-8.43863,30.81017
Adebdi,Damage,-8.43896,30.81012
Adebdi,Damage,-8.43909,30.81009
Adebdi,Damage,-8.43938,30.81055
Adebdi,Damage,-8.43935,30.81047
Adebdi,Damage,-8.43922,30.81055
Adebdi,Damage,-8.43862,30.81084
Adebdi,Damage,-8.43854,30.81093
Adebdi,Damage,-8.43854,30.811
Adebdi,Damage,-8.43853,30.81107
Adebdi,Damage,-8.43856,30.81112
Adebdi,Damage,-8.43873,30.8111
Adebdi,Damage,-8.4389,30.811
Adebdi,Damage,-8.43886,30.81092
Adebdi,Damage,-8.43878,30.81101
Adebdi,Damage,-8.43868,30.81095
Adebdi,Damage,-8.43864,30.81104
Adebdi,Damage,-8.43873,30.81118
Adebdi,Damage,-8.43874,30.81128
Adebdi,Damage,-8.43881,30.81121
Adebdi,Damage,-8.43891,30.81122
Adebdi,Damage,-8.43895,30.81127
Adebdi,Damage,-8.43897,30.81133
Adebdi,Damage,-8.43882,30.81138
Adebdi,Damage,-8.43908,30.81119
Adebdi,Damage,-8.4391,30.81123
Adebdi,Damage,-8.43913,30.81132
Adebdi,Damage,-8.43884,30.81146
Adebdi,Damage,-8.43891,30.81152
Adebdi,Damage,-8.43894,30.8116
Adebdi,Damage,-8.43902,30.81171
Adebdi,Damage,-8.43914,30.81166
Adebdi,Possible damage,-8.43894,30.81112
Adebdi,Damage,-8.43885,30.81177
Adebdi,Damage,-8.43886,30.81183
Adebdi,Damage,-8.43887,30.81194
Adebdi,Damage,-8.43901,30.8119
Adebdi,Damage,-8.43907,30.81199
Adebdi,Damage,-8.43894,30.81207
Adebdi,Damage,-8.43903,30.81212
Adebdi,Damage,-8.43916,30.81207
Adebdi,Damage,-8.43922,30.81074
Adebdi,Damage,-8.4391,30.81081
Adebdi,Damage,-8.43912,30.81093
Adebdi,Damage,-8.43913,30.81102
Adebdi,Damage,-8.43928,30.81099
Adebdi,Damage,-8.43901,30.81086
Adebdi,Damage,-8.4394,30.81081
Adebdi,Damage,-8.43939,30.81072
Adebdi,Damage,-8.43946,30.81043
Adebdi,Damage,-8.43947,30.81053
Adebdi,Damage,-8.43967,30.81044
Adebdi,Damage,-8.44001,30.81032
Adebdi,Damage,-8.43976,30.81059
Adebdi,Damage,-8.43968,30.81062
Adebdi,Damage,-8.43953,30.81278
Adebdi,Damage,-8.43948,30.8127
Adebdi,Possible damage,-8.43845,30.81024
Adebdi,Possible damage,-8.43837,30.81026
Adebdi,Possible damage,-8.43804,30.81039
Adebdi,Possible damage,-8.43812,30.81013
Adebdi,Possible damage,-8.43767,30.80997
Adebdi,Possible damage,-8.43733,30.80996
Adebdi,Possible damage,-8.43872,30.81061
Adebdi,Possible damage,-8.43878,30.81046
Adebdi,Possible damage,-8.43897,30.81062
Adebdi,Damage,-8.44001,30.81612
Adebdi,Damage,-8.43986,30.81603
Adebdi,Damage,-8.43919,30.8153
Adebdi,Damage,-8.43916,30.81521
Adebdi,Damage,-8.439,30.81539
Adebdi,Possible damage,-8.43898,30.81523
Adebdi,Possible damage,-8.4471,30.81825
Adebdi,Damage,-8.44772,30.81846
Adebdi,Damage,-8.44763,30.81843
Adebdi,Damage,-8.4476,30.81851
Adebdi,Damage,-8.44769,30.81857
Adebdi,Damage,-8.448,30.81869
Adebdi,Damage,-8.44791,30.81863
Adebdi,Damage,-8.44779,30.81865
Adebdi,Damage,-8.44781,30.8185
Adebdi,Damage,-8.44794,30.81845
Adebdi,Damage,-8.44797,30.81855
Adebdi,Damage,-8.4481,30.8185
Adebdi,Damage,-8.44863,30.81843
Adebdi,Damage,-8.44867,30.81849
Adebdi,Damage,-8.4485,30.81847
Adebdi,Damage,-8.44829,30.8183
Adebdi,Damage,-8.44844,30.81803
Adebdi,Damage,-8.44852,30.81801
Adebdi,Damage,-8.44863,30.81801
Adebdi,Damage,-8.44873,30.81798
